SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Agawam - James Clark School,00050030,0.8,2.4,6.2,88.7,0.0,0.0,1.9,52.0,48.0
Agawam - Roberta G. Doering School,00050303,0.9,2.0,4.0,92.0,0.2,0.0,0.9,51.2,48.8
Agawam - Robinson Park,00050025,1.1,2.1,4.2,92.3,0.0,0.0,0.3,50.4,49.6
Amesbury - Amesbury Elementary,00070005,1.1,0.5,2.9,92.3,0.0,0.0,3.2,54.5,45.5
Amesbury - Amesbury High,00070505,1.6,1.1,1.7,93.2,0.2,0.2,2.2,52.5,47.5
Amesbury - Amesbury Middle,00070013,0.0,0.7,4.8,92.0,0.1,0.0,2.4,53.7,46.3
Amesbury - Charles C Cashman El,00070010,0.5,0.4,4.2,93.2,0.0,0.0,1.6,52.6,47.4
Amesbury Academy Charter Public (District) - Amesbury Academy Charter Public School,04150505,2.0,0.0,8.2,89.8,0.0,0.0,0.0,61.2,38.8
Amherst - Crocker Farm Elementary,00080009,9.4,12.9,19.4,51.8,0.5,0.8,5.1,51.2,48.8
Amherst - Fort River Elementary,00080020,8.3,12.0,20.5,49.0,0.0,0.5,9.8,50.3,49.8
Amherst - Wildwood Elementary,00080050,7.4,13.2,15.5,55.6,0.0,0.0,8.3,51.6,48.4
Amherst-Pelham - Amherst Regional High,06050505,7.7,9.1,11.7,64.6,0.2,0.1,6.6,49.7,50.3
Amherst-Pelham - Amherst Regional MS,06050405,7.0,7.9,14.4,62.0,0.0,0.0,8.7,51.2,48.8
Andover - Andover High,00090505,1.9,10.1,3.4,82.3,0.1,0.0,2.2,50.4,49.6
Andover - Andover West Middle,00090310,1.5,12.7,3.1,79.4,0.6,0.0,2.8,52.5,47.5
Andover - Bancroft Elementary,00090003,0.8,6.8,5.0,82.2,0.4,0.0,4.8,49.1,50.9
Andover - Doherty Middle,00090305,1.4,7.1,2.3,86.9,0.0,0.0,2.3,49.2,50.8
Andover - Henry C Sanborn Elem,00090010,1.2,12.4,1.2,83.2,1.2,0.0,0.9,50.0,50.0
Andover - High Plain Elementary,00090004,0.8,23.1,6.1,67.6,0.2,0.0,2.3,51.6,48.4
Andover - Shawsheen School,00090005,4.5,9.0,2.6,80.1,0.0,0.0,3.7,57.7,42.3
Andover - South Elementary,00090020,0.3,9.8,1.4,87.1,0.3,0.2,0.9,50.8,49.2
Andover - West Elementary,00090025,1.6,12.5,3.4,79.6,0.1,0.0,2.7,48.7,51.3
Andover - Wood Hill Middle School,00090350,0.5,15.6,6.9,75.2,0.0,0.0,1.7,52.1,47.9
Arlington - Arlington High,00100505,4.4,8.2,4.2,80.9,0.3,0.0,2.1,48.3,51.7
Arlington - Brackett,00100010,1.1,6.5,3.6,83.3,0.0,0.0,5.4,51.6,48.4
Arlington - Cyrus E Dallin,00100025,1.7,8.3,3.5,81.1,0.0,0.0,5.4,45.8,54.2
Arlington - Hardy,00100030,4.0,18.8,6.1,66.9,0.0,0.3,4.0,48.0,52.0
Arlington - John A Bishop,00100005,4.7,8.3,3.6,82.9,0.0,0.0,0.6,51.5,48.5
Arlington - M Norcross Stratton,00100055,3.5,10.5,4.7,76.7,0.0,0.0,4.7,55.7,44.3
Arlington - Menotomy Preschool,00100038,5.3,5.3,8.8,78.9,0.0,0.0,1.8,54.4,45.6
Arlington - Ottoson Middle,00100410,3.5,8.7,5.3,79.9,0.1,0.1,2.4,52.0,48.0
Arlington - Peirce,00100045,4.1,9.4,6.8,72.9,0.0,0.4,6.4,50.0,50.0
Arlington - Thompson,00100050,4.5,16.7,8.7,65.7,0.0,0.3,4.2,47.8,52.2
Ashburnham-Westminster - Briggs Elem,06100025,0.7,0.7,2.9,94.2,0.0,0.0,1.6,48.8,51.2
Ashburnham-Westminster - Meetinghouse School,06100010,0.5,2.9,1.9,91.8,0.0,0.0,2.9,54.3,45.7
Ashburnham-Westminster - Oakmont Regional H S,06100505,1.5,1.0,3.5,92.1,0.3,0.1,1.5,50.9,49.1
Ashburnham-Westminster - Overlook Middle School,06100305,0.7,1.0,4.7,90.8,0.2,0.0,2.7,49.7,50.3
Ashburnham-Westminster - Westminster Elem,06100005,0.7,1.7,2.7,93.8,0.0,0.0,1.0,51.6,48.4
Ashland - Ashland High,00140505,3.8,5.2,4.9,85.4,0.0,0.0,0.8,50.8,49.2
Ashland - Ashland Middle,00140405,3.8,2.9,6.2,84.7,0.0,0.0,2.4,48.1,51.9
Ashland - David Mindess,00140015,2.8,10.4,7.1,77.4,0.3,0.0,2.0,51.4,48.6
Ashland - Henry E Warren Elem,00140010,2.2,12.4,7.3,75.0,0.2,0.0,2.9,49.2,50.8
Ashland - William Pittaway Elem,00140005,1.2,13.4,8.1,74.4,0.0,0.0,2.9,50.6,49.4
Assabet Valley Regional Vocational Technical - Assabet Valley Voc HS,08010605,1.6,0.2,15.9,79.3,0.5,0.0,2.4,62.0,38.0
Athol-Royalston - Athol High,06150505,0.9,0.9,4.9,90.9,0.2,0.2,2.0,54.8,45.2
Athol-Royalston - Athol-Royalston Middle School,06150305,2.4,1.1,3.5,90.1,0.0,0.2,2.6,50.2,49.8
Athol-Royalston - Ellen Bigelow,06150005,0.0,0.0,0.0,90.0,0.0,0.0,10.0,66.7,33.3
Athol-Royalston - Pleasant St,06150016,2.8,0.0,5.1,88.9,0.5,0.0,2.8,53.5,46.5
Athol-Royalston - Riverbend,06150020,4.0,2.0,6.7,84.7,0.0,0.0,2.7,51.3,48.7
Athol-Royalston - Royalston Community Sch,06150050,0.0,0.0,2.8,93.8,0.0,0.0,3.4,46.2,53.8
Athol-Royalston - Sanders Street,06150025,0.0,0.0,8.3,88.5,0.6,0.0,2.6,53.8,46.2
Atlantis Charter (District) - Atlantis Charter School,04910550,4.0,2.7,5.7,84.6,0.3,0.0,2.7,50.0,50.0
Attleboro - A. Irvin Studley Elementary School,00160001,2.7,3.4,23.7,66.1,0.2,0.0,3.9,50.5,49.5
Attleboro - Attleboro High,00160505,4.7,6.0,8.7,78.5,0.3,0.2,1.6,51.4,48.6
Attleboro - Cyril K. Brennan Middle School,00160315,4.3,4.1,12.5,74.6,0.5,0.0,4.1,57.8,42.2
Attleboro - Early Learning Center,00160008,1.2,6.5,8.3,80.5,0.0,0.0,3.6,62.7,37.3
Attleboro - Hill-Roberts Elementary School,00160045,2.0,4.8,9.3,80.1,0.0,0.0,3.8,50.7,49.3
Attleboro - Hyman Fine Elementary School,00160040,2.4,4.1,10.9,76.0,0.0,0.2,6.3,48.4,51.6
Attleboro - Peter Thacher Elementary School,00160050,5.1,4.9,12.6,70.0,0.2,0.0,7.1,53.1,46.9
Attleboro - Robert J. Coelho Middle School,00160305,3.0,3.1,5.3,85.4,0.3,0.2,2.8,51.5,48.5
Attleboro - Thomas E. Willett School,00160035,4.6,3.3,10.5,77.2,0.3,0.0,4.1,56.4,43.6
Attleboro - Wamsutta Middle School,00160320,4.3,4.8,14.5,71.7,0.5,0.0,4.1,48.8,51.2
Auburn - Auburn Middle,00170305,1.3,1.7,4.6,88.9,0.8,0.0,2.7,46.8,53.2
Auburn - Auburn Senior High,00170505,1.1,2.5,3.0,91.9,0.1,0.0,1.3,49.7,50.3
Auburn - Bryn Mawr,00170010,0.0,2.2,1.9,93.6,0.0,0.0,2.2,53.2,46.8
Auburn - Julia Bancroft,00170005,0.4,4.3,6.3,84.2,0.4,0.0,4.3,49.8,50.2
Auburn - Mary D Stone,00170025,0.4,4.1,2.8,89.4,0.0,0.0,3.3,50.4,49.6
Auburn - Pakachoag,00170015,1.4,2.1,3.5,91.5,0.0,0.0,1.4,53.2,46.8
Avon - Avon Middle High School,00180510,27.9,3.7,6.2,59.4,0.8,0.3,1.7,53.5,46.5
Avon - Ralph D Butler,00180010,19.9,4.6,6.0,66.2,0.5,0.0,2.9,50.6,49.4
Ayer - Ayer High School,00190510,8.7,2.1,10.5,68.3,0.6,0.0,9.9,51.8,48.2
Ayer - Page-Hilltop,00190025,5.7,2.1,8.3,77.8,0.7,0.3,5.2,53.0,47.0
Barnstable - Barnstable Early Learning Center,00200004,10.6,3.8,2.3,77.3,0.0,0.8,5.3,52.3,47.7
Barnstable - Barnstable High,00200505,4.9,2.3,5.3,82.4,1.1,0.5,3.5,50.0,50.0
Barnstable - Barnstable Intermediate School,00200315,5.4,1.9,4.8,81.4,1.2,0.1,5.3,51.5,48.5
Barnstable - Centerville Elementary,00200010,3.1,0.4,4.9,88.5,1.3,0.0,1.8,43.4,56.6
Barnstable - Hyannis West Elementary,00200025,14.6,1.6,19.2,50.6,1.6,1.0,11.4,53.2,46.8
Barnstable - West Barnstable Elem,00200005,0.8,1.2,3.6,91.7,0.0,0.0,2.8,52.0,48.0
Barnstable - West Villages Elementary School,00200045,0.5,0.9,2.3,93.7,0.0,0.2,2.3,50.4,49.6
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,6.9,1.5,6.6,81.1,1.2,0.3,2.4,47.9,52.1
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,4.3,2.7,6.9,80.9,1.0,0.6,3.7,49.6,50.4
Bedford - Bedford High,00230505,6.4,10.8,3.0,77.4,0.6,0.1,1.6,49.1,50.9
Bedford - John Glenn Middle,00230305,6.3,10.4,3.5,76.8,0.4,0.0,2.6,50.0,50.0
Bedford - Lt Elezer Davis,00230010,25.5,11.9,6.2,50.0,2.3,0.0,4.1,52.3,47.7
Bedford - Lt Job Lane School,00230012,8.1,11.4,4.9,71.0,0.6,0.2,3.9,49.6,50.4
Belchertown - Belchertown High,00240505,1.4,3.0,3.3,90.0,0.3,0.0,2.0,49.0,51.0
Belchertown - Chestnut Hill Community School,00240006,1.6,2.0,3.6,90.4,0.3,0.2,1.8,52.2,47.8
Belchertown - Cold Spring,00240005,0.5,1.8,3.7,89.4,0.0,0.5,4.1,52.1,47.9
Belchertown - Jabish Middle School,00240025,2.1,1.7,3.1,91.4,0.0,0.0,1.7,52.6,47.4
Belchertown - Swift River Elem,00240018,0.5,1.7,3.8,92.2,0.0,0.2,1.6,53.1,46.9
Bellingham - Bellingham ECC,00250003,2.2,5.4,0.0,92.5,0.0,0.0,0.0,55.9,44.1
Bellingham - Bellingham High School,00250505,1.3,3.0,2.8,91.5,0.3,0.0,1.1,54.6,45.4
Bellingham - Bellingham Memorial Middle School,00250315,2.4,2.8,3.6,89.3,0.5,0.0,1.4,50.0,50.0
Bellingham - Clara Macy Elementary,00250009,1.8,4.4,4.8,86.8,0.4,0.0,1.8,52.0,48.0
Bellingham - Primavera Jr/Sr H S,00250510,4.2,0.0,12.5,83.3,0.0,0.0,0.0,70.8,29.2
Bellingham - South Elem,00250020,0.9,4.8,2.3,90.5,0.0,0.0,1.6,52.5,47.5
Bellingham - Stall Brook,00250025,1.2,4.5,2.5,89.3,0.4,0.0,2.1,50.4,49.6
Belmont - Belmont High,00260505,4.2,14.3,4.3,73.8,0.0,0.0,3.4,49.4,50.6
Belmont - Daniel Butler,00260015,7.3,18.4,6.1,61.7,0.0,0.0,6.4,51.7,48.3
Belmont - Mary Lee Burbank,00260010,3.7,11.6,4.0,75.5,0.0,0.0,5.2,53.5,46.5
Belmont - Roger E Wellington,00260035,3.2,12.0,3.2,76.7,0.0,0.2,4.6,47.0,53.0
Belmont - Winn Brook,00260005,2.6,15.0,3.4,76.6,0.2,0.0,2.2,50.1,49.9
Belmont - Winthrop L Chenery Middle,00260305,3.7,13.1,3.5,73.4,0.0,0.1,6.1,46.8,53.2
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,78.0,1.5,16.7,0.9,0.3,0.0,2.6,45.2,54.8
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0.9,14.8,1.6,78.3,0.2,0.0,4.1,49.1,50.9
Berkley - Berkley Community School,00270010,0.8,0.0,1.4,96.6,0.0,0.0,1.2,50.2,49.8
Berkley - Berkley Middle School,00270305,1.5,0.5,2.5,93.3,0.0,0.0,2.2,51.2,48.8
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,6.9,0.0,3.1,88.2,0.8,0.0,1.1,46.9,53.1
Berkshire Hills - Monument Mt Reg High,06180505,0.9,0.4,4.9,90.1,0.0,0.2,3.5,53.7,46.3
Berkshire Hills - Monument Valley Regional Middle School,06180310,1.8,1.0,4.6,89.3,0.0,0.5,2.8,50.6,49.4
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,1.7,2.2,8.0,86.7,0.0,0.5,1.0,47.7,52.3
Berlin - Berlin Memorial,00280005,1.0,0.5,0.5,96.0,0.0,0.0,2.0,59.7,40.3
Berlin-Boylston - Tahanto Reg High,06200505,1.2,1.9,1.0,93.3,0.2,0.0,2.4,43.4,56.6
Beverly - Ayers/Ryal Side Sch,00300055,2.7,3.9,7.4,82.1,0.0,0.0,3.9,55.0,45.0
Beverly - Beverly High,00300505,3.1,1.5,6.6,86.6,0.1,0.2,1.9,46.9,53.1
Beverly - Briscoe Middle,00300305,2.4,1.5,7.7,87.6,0.1,0.0,0.8,49.1,50.9
Beverly - Centerville Elementary,00300010,2.2,0.8,7.7,86.0,0.0,0.0,3.3,50.7,49.3
Beverly - Cove Elementary,00300015,2.0,3.4,6.7,85.9,0.0,0.2,1.8,52.0,48.0
Beverly - Hannah Elementary,00300033,1.9,1.3,6.9,87.7,0.0,0.0,2.1,53.6,46.4
Beverly - North Beverly Elementary,00300040,1.0,1.3,8.9,85.0,0.0,0.3,3.4,53.0,47.0
Billerica - Billerica Memorial High School,00310505,1.1,2.1,2.1,93.4,0.1,0.1,1.3,49.6,50.4
Billerica - Eugene C Vining,00310030,1.5,2.3,3.4,89.7,0.0,0.8,2.3,52.3,47.7
Billerica - Frederick J Dutile,00310007,2.4,2.9,2.1,90.7,0.3,0.0,1.6,49.7,50.3
Billerica - Hajjar Elementary,00310026,3.5,4.4,2.3,87.7,0.0,0.2,1.9,49.9,50.1
Billerica - John F Kennedy,00310012,1.4,1.4,2.1,94.3,0.0,0.0,0.9,51.3,48.7
Billerica - Locke Middle,00310310,0.4,3.2,1.5,94.0,0.0,0.1,0.7,54.6,45.4
Billerica - Marshall Middle School,00310305,2.2,2.2,1.3,93.3,0.1,0.0,0.9,51.7,48.3
Billerica - Parker,00310015,4.1,8.7,4.6,80.2,0.5,0.0,1.9,52.8,47.2
Billerica - Thomas Ditson,00310005,2.3,8.1,2.9,84.2,0.0,0.3,2.2,52.1,47.9
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0.4,0.6,2.4,94.5,0.1,0.0,1.9,56.2,43.8
Blackstone-Millville - A F Maloney,06220015,0.9,0.9,1.8,95.0,0.0,0.0,1.4,52.5,47.5
Blackstone-Millville - Blackstone Millville RHS,06220505,1.4,1.3,2.9,92.4,0.0,0.0,2.0,48.0,52.0
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,1.4,1.6,2.4,91.2,0.2,0.0,3.1,51.4,48.6
Blackstone-Millville - John F Kennedy Elem,06220008,1.6,0.7,3.7,90.9,0.0,0.2,2.8,47.2,52.8
Blackstone-Millville - Millville Elem,06220010,0.0,0.3,0.6,96.0,0.3,0.0,2.8,51.2,48.8
Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,08060605,18.4,1.2,6.5,70.1,0.1,0.1,3.7,56.8,43.2
Boston - Agassiz,00350007,17.0,1.0,79.1,2.0,0.0,0.2,0.8,53.7,46.3
Boston - Another Course To College,00350541,44.8,4.4,41.9,8.9,0.0,0.0,0.0,48.3,51.7
Boston - Baldwin ELC,00350003,17.8,16.1,33.3,29.3,0.0,0.0,3.4,54.0,46.0
Boston - Beethoven,00350021,21.8,5.0,34.1,36.0,0.0,0.0,3.1,59.4,40.6
Boston - Blackstone,00350390,16.5,1.0,80.1,1.4,0.0,0.0,1.0,51.7,48.3
Boston - Boston Adult Academy,00350548,55.9,6.1,35.5,1.8,0.4,0.0,0.4,55.9,44.1
Boston - Boston Arts Academy,00350546,38.5,3.4,38.8,14.8,0.8,0.5,3.1,41.7,58.3
Boston - Boston Community Leadership Academy,00350558,43.5,3.8,43.2,8.6,0.0,0.4,0.4,46.1,53.9
Boston - Boston International  High School,00350507,32.8,0.4,60.7,4.5,0.0,0.0,1.6,51.8,48.2
Boston - Boston Latin,00350560,12.1,28.1,8.8,48.8,0.0,0.0,2.2,44.4,55.6
Boston - Boston Latin Academy,00350545,28.8,21.9,17.8,29.0,0.8,0.1,1.6,42.8,57.2
Boston - Boston Middle School Academy,00350413,20.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,20.0
Boston - Boston Teachers Union School,00350012,38.4,1.8,37.4,19.6,0.5,0.0,2.3,56.2,43.8
Boston - Brighton High,00350505,39.4,3.2,50.9,5.1,0.5,0.1,0.8,54.3,45.7
Boston - Brook Farm Business and Service Career Academy,00350576,34.2,1.8,53.2,9.3,0.0,0.0,1.5,56.8,43.2
Boston - Carter Developmental Center,00350036,56.0,8.0,24.0,12.0,0.0,0.0,0.0,68.0,32.0
Boston - Charles H Taylor,00350054,79.7,1.5,15.0,1.3,1.1,0.0,1.5,55.3,44.7
Boston - Charles Sumner,00350052,19.9,1.1,72.5,5.3,0.0,0.2,1.1,54.0,46.0
Boston - Charlestown High,00350515,37.7,18.8,36.6,5.8,0.3,0.0,0.7,52.1,47.9
Boston - Clarence R Edwards Middle,00350430,19.3,15.4,52.2,11.6,0.2,0.0,1.3,52.6,47.4
Boston - Community Academy,00350518,68.9,2.2,28.9,0.0,0.0,0.0,0.0,66.7,33.3
Boston - Community Academy of Science and Health,00350581,74.6,1.0,21.4,1.5,0.0,0.2,1.2,49.5,50.5
Boston - Curley K-8 School,00350020,18.5,3.0,58.3,17.6,0.0,0.0,2.7,51.4,48.6
Boston - Curtis Guild,00350062,1.3,0.7,87.9,9.1,0.3,0.0,0.7,56.0,44.0
Boston - Dante Alighieri,00350066,7.1,4.0,73.0,12.7,0.8,0.0,2.4,48.4,51.6
Boston - David A Ellis,00350072,37.0,0.3,61.4,0.6,0.3,0.0,0.3,49.2,50.8
Boston - Dearborn,00350074,66.7,0.0,28.3,1.9,0.4,0.0,2.7,53.5,46.5
Boston - Dennis C Haley,00350077,32.4,1.8,36.8,24.6,0.7,0.0,3.7,48.9,51.1
Boston - Donald Mckay,00350080,1.2,0.9,89.7,7.5,0.0,0.0,0.7,52.2,47.8
Boston - Dorchester Academy,00350651,60.9,2.8,32.1,2.5,0.8,0.3,0.8,47.6,52.4
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,51.3,6.7,40.4,0.5,0.0,0.0,1.0,51.3,48.7
Boston - Dr. William Henderson,00350266,29.8,7.9,19.7,36.4,3.1,0.4,2.6,51.3,48.7
Boston - East Boston ECC,00350009,2.2,0.5,79.2,14.8,1.1,0.0,2.2,51.9,48.1
Boston - East Boston High,00350530,14.0,1.9,67.3,15.6,0.3,0.0,0.9,52.2,47.8
Boston - Edison K-8,00350375,29.1,12.8,42.2,12.4,1.3,0.1,2.1,55.7,44.3
Boston - Edward Everett,00350088,39.3,18.5,29.6,8.1,0.0,0.7,3.7,53.0,47.0
Boston - Egleston Comm High School,00350543,32.7,0.0,61.0,3.8,0.0,0.0,2.5,47.8,52.2
Boston - ELC - East Zone,00350005,51.5,0.8,43.9,1.5,0.0,0.0,2.3,46.2,53.8
Boston - ELC - West Zone,00350006,25.8,3.1,50.5,18.6,1.0,0.0,1.0,52.6,47.4
Boston - Elihu Greenwood Leadership Academy,00350094,57.0,0.3,38.5,2.7,0.0,0.0,1.5,51.9,48.1
Boston - Eliot Elementary,00350096,18.1,4.1,39.4,35.2,0.0,0.0,3.2,50.8,49.2
Boston - Ellis Mendell,00350100,34.1,1.4,50.7,11.1,0.0,0.9,1.8,49.8,50.2
Boston - Emily A Fifield,00350102,64.9,2.0,29.5,1.6,0.3,0.0,1.6,47.5,52.5
Boston - Excel High School,00350522,32.0,35.8,20.0,10.8,0.3,0.0,1.3,59.5,40.5
Boston - Farragut,00350108,34.6,9.3,49.3,2.4,1.0,0.0,3.4,51.7,48.3
Boston - Fenway High School,00350540,40.0,3.1,47.2,7.2,0.3,0.3,1.7,45.9,54.1
Boston - Franklin D Roosevelt,00350116,37.1,1.7,35.1,24.3,0.2,0.2,1.5,53.1,46.9
Boston - Gardner Pilot Academy,00350326,15.0,7.9,63.2,10.6,0.3,0.3,2.6,55.0,45.0
Boston - George H Conley,00350122,21.2,4.0,48.5,22.2,0.0,0.0,4.0,52.5,47.5
Boston - Harbor School,00350426,67.2,1.6,19.9,6.3,1.6,0.0,3.5,46.5,53.5
Boston - Harvard-Kent,00350200,20.3,28.6,40.4,9.2,0.2,0.0,1.3,53.6,46.4
Boston - Haynes Early Education Center,00350010,43.9,2.7,51.3,1.6,0.0,0.0,0.5,49.7,50.3
Boston - Henry Grew,00350135,56.0,1.6,34.7,4.8,0.4,0.0,2.4,54.0,46.0
Boston - Higginson/Lewis K-8,00350377,56.7,0.6,38.8,2.3,0.6,0.0,1.1,56.1,43.9
Boston - Horace Mann School for the Deaf,00350750,28.9,10.6,38.7,19.0,0.0,0.0,2.8,50.7,49.3
Boston - Hugh Roe O'Donnell,00350141,2.5,3.6,83.6,10.2,0.0,0.0,0.0,52.7,47.3
Boston - Jackson Mann,00350013,35.2,9.1,41.2,10.7,0.7,0.0,3.1,52.6,47.4
Boston - James Condon Elem,00350146,37.7,8.7,31.3,18.9,0.4,0.0,3.1,50.5,49.5
Boston - James J Chittick,00350154,72.2,0.7,22.6,2.1,0.0,0.0,2.4,51.7,48.3
Boston - James Otis,00350156,2.7,0.5,84.0,12.3,0.0,0.3,0.3,54.1,45.9
Boston - James P Timilty Middle,00350485,42.3,0.8,52.5,2.8,0.6,0.0,1.0,46.6,53.4
Boston - James W Hennigan,00350153,31.0,1.5,59.7,5.4,0.2,0.4,1.9,48.9,51.1
Boston - Jeremiah E Burke High,00350525,68.3,2.0,26.1,0.9,0.1,0.6,2.0,49.8,50.2
Boston - John D Philbrick,00350172,25.7,2.0,36.8,29.6,0.7,0.0,5.3,59.9,40.1
Boston - John F Kennedy,00350166,19.2,0.3,77.5,2.2,0.0,0.0,0.8,50.7,49.3
Boston - John Marshall,00350178,49.3,1.5,45.6,0.9,1.0,0.0,1.6,50.8,49.2
Boston - John P Holland,00350167,40.0,17.7,39.5,1.7,0.1,0.0,1.0,50.6,49.4
Boston - John W McCormack,00350179,38.6,11.2,39.5,8.6,0.5,0.0,1.6,57.0,43.0
Boston - John Winthrop,00350180,55.0,0.0,41.1,1.0,0.0,0.7,2.3,51.0,49.0
Boston - Joseph J Hurley,00350182,8.6,0.9,73.8,14.9,0.0,0.0,1.8,47.9,52.1
Boston - Joseph Lee,00350183,59.2,4.4,30.3,2.8,0.6,0.8,1.9,50.6,49.4
Boston - Joseph P Manning,00350184,20.1,6.0,23.5,45.0,0.0,0.0,5.4,54.4,45.6
Boston - Joseph P Tynan,00350181,37.8,6.5,26.8,24.8,0.6,0.0,3.5,54.6,45.4
Boston - Josiah Quincy,00350286,12.1,60.2,18.4,7.2,0.1,0.0,2.0,53.8,46.2
Boston - Joyce Kilmer,00350190,10.0,5.8,14.4,65.8,0.0,0.0,4.0,51.6,48.4
Boston - King K-8,00350376,62.3,1.3,29.9,2.1,1.1,0.3,2.9,49.5,50.5
Boston - Lee Academy,00350001,57.3,5.5,29.2,5.8,0.0,0.0,2.2,50.7,49.3
Boston - Lilla G. Frederick Middle School,00350383,51.2,1.1,42.8,2.9,0.7,0.0,1.3,48.1,51.9
Boston - Lyndon,00350262,8.3,1.7,40.1,48.2,0.4,0.0,1.3,50.7,49.3
Boston - Lyon K-8,00350004,13.2,9.1,28.1,45.5,0.0,0.0,4.1,66.1,33.9
Boston - Lyon Upper 9-12,00350655,30.4,1.8,28.6,33.9,1.8,0.0,3.6,66.1,33.9
Boston - Madison Park High,00350537,46.3,1.7,45.4,4.1,0.5,0.3,1.6,57.2,42.8
Boston - Manassah E Bradley,00350215,5.1,2.0,59.1,31.1,0.3,0.0,2.4,49.7,50.3
Boston - Mario Umana Middle School Academy,00350405,6.3,3.1,71.2,18.4,0.0,0.0,1.0,54.9,45.1
Boston - Mather,00350227,36.4,36.6,18.9,3.6,0.0,0.4,4.1,50.9,49.1
Boston - Mattahunt,00350226,72.2,0.5,23.6,2.4,0.6,0.0,0.6,56.4,43.6
Boston - Maurice J Tobin,00350229,22.0,0.7,73.3,2.6,0.7,0.2,0.7,49.6,50.4
Boston - Media Communications Technology High School,00350578,58.2,1.4,31.6,6.6,0.8,0.3,1.1,56.3,43.7
Boston - Michael J Perkins,00350231,39.4,3.5,41.9,9.1,0.0,0.5,5.6,51.0,49.0
